localizador,longitud
"itai SP, Brazil",-49.0935788
"taquarituba SP, Brazil",-49.2452541
"coronel macedo SP, Brazil",-49.313234
"cerqueira cesar SP, Brazil",-49.1650519
"aguas de santa barbara SP, Brazil",-49.2383956
"iaras SP, Brazil",-49.1593923
"manduri SP, Brazil",-49.317191
"oleo SP, Brazil",-49.3408082
"piraju SP, Brazil",-49.3840493
"tejupa SP, Brazil",-49.3772468
"sarutaia SP, Brazil",-49.477186
"timburi SP, Brazil",-49.6045576
"fartura SP, Brazil",-49.5109023
"taguai SP, Brazil",-49.4054454
"santa cruz do rio pardo SP, Brazil",-49.6277378
"sodrelia SP, Brazil",-49.54605900458313
"caporanga SP, Brazil",-49.548342857142856
"espirito santo do turvo SP, Brazil",-49.4295067
"sao pedro do turvo SP, Brazil",-49.742829
"ipaussu SP, Brazil",-49.6264306
"bernardino de campos SP, Brazil",-49.4760724
"chavantes SP, Brazil",-49.7071698
"canitar SP, Brazil",-49.7840632
"presidente prudente SP, Brazil",-51.3882528
"floresta do sul SP, Brazil",-51.32024857506771
"eneida SP, Brazil",-51.29477154901426
"alvares machado SP, Brazil",-51.47224
"alfredo marcondes SP, Brazil",-51.413956
"santo expedito SP, Brazil",-51.3925315
"pirapozinho SP, Brazil",-51.4998867
"tarabai SP, Brazil",-51.5628675
"narandiba SP, Brazil",-51.5251755
"estrela do norte SP, Brazil",-51.6606857
"sandovalina SP, Brazil",-51.7634004
"mirante do paranapanema SP, Brazil",-51.907143
"costa machado SP, Brazil",-51.82509287850678
"cuiaba paulista SP, Brazil",-52.107083406507115
"rosana SP, Brazil",-53.0552246
"primavera SP, Brazil",-52.9481581
"euclides da cunha paulista SP, Brazil",-52.592779
"teodoro sampaio SP, Brazil",-52.1686847
"presidente bernardes SP, Brazil",-51.5542973
"nova patria SP, Brazil",-51.68954199247608
"emilianopolis SP, Brazil",-51.483168
"santo anastacio SP, Brazil",-51.652662
"ribeirao dos indios SP, Brazil",-51.602158
"presidente venceslau SP, Brazil",-51.8451047
"piquerobi SP, Brazil",-51.7296404
"maraba paulista SP, Brazil",-51.9629504
"caiua SP, Brazil",-51.9887179
"presidente epitacio SP, Brazil",-52.11114
"campinal SP, Brazil",-52.00813725490196
"martinopolis SP, Brazil",-51.170949
"tecainda SP, Brazil",-51.130856157734996
"caiabu SP, Brazil",-51.2356597
"iubatinga SP, Brazil",-51.21895746527778
"indiana SP, Brazil",-51.2534615
"regente feijo SP, Brazil",-51.30545
"espigao SP, Brazil",-51.345722663995964
"anhumas SP, Brazil",-51.3873401
"taciba SP, Brazil",-51.2888486
"rancharia SP, Brazil",-50.8922333
"agisse SP, Brazil",-50.9377
"gardenia SP, Brazil",-50.90473076923077
"iepe SP, Brazil",-51.077881
"nantes SP, Brazil",-51.2382255
"joao ramalho SP, Brazil",-50.7677114
"paraguacu paulista SP, Brazil",-50.5792099
"bora SP, Brazil",-50.5442675
"lutecia SP, Brazil",-50.394007
"oscar bressane SP, Brazil",-50.281118
"quata SP, Brazil",-50.7003624
"assis SP, Brazil",-50.420623
"taruma SP, Brazil",-50.5783374
"echapora SP, Brazil",-50.2037693
"maracai SP, Brazil",-50.6670685
"maracaí SP, Brazil",-50.6670685
"cruzalia SP, Brazil",-50.7911037
"pedrinhas paulista SP, Brazil",-50.792359
"florinea SP, Brazil",-50.7268005
"candido mota SP, Brazil",-50.38924
"frutal do campo SP, Brazil",-50.52349827105263
"ourinhos SP, Brazil",-49.868204
"salto grande SP, Brazil",-49.9851484
"ribeirao do sul SP, Brazil",-49.9285258
"ibirarema SP, Brazil",-50.0720477
"campos novos paulista SP, Brazil",-49.998726
"palmital SP, Brazil",-50.2198965
"platina SP, Brazil",-50.2049642
"rio de janeiro RJ, Brazil",-43.2093727
"rio de janeiro AC, Brazil",-43.2093727
"04482255 RJ, Brazil",-43.0977136
"campo grande RJ, Brazil",-43.5591295
"itaguai RJ, Brazil",-43.775322
"mangaratiba RJ, Brazil",-44.04111
"itacurussa RJ, Brazil",-43.9083
"conceicao de jacarei RJ, Brazil",-44.1625
"seropedica RJ, Brazil",-43.6991998
"angra dos reis RJ, Brazil",-44.316326
"parati RJ, Brazil",-44.7154196
"parati mirim RJ, Brazil",-44.6330739
"niteroi RJ, Brazil",-43.1147
"niterói RJ, Brazil",-43.1147
"sao goncalo RJ, Brazil",-43.0309252
"são gonçalo RJ, Brazil",-43.0309252
"itaborai RJ, Brazil",-42.8557428
"itaboraí RJ, Brazil",-42.8557428
"tangua RJ, Brazil",-42.7202272
"marica RJ, Brazil",-42.7926326
"inoa RJ, Brazil",-42.9305
"duque de caxias RJ, Brazil",-43.309929
"sao joao de meriti RJ, Brazil",-43.3724125
"petropolis RJ, Brazil",-43.1785356
"sao jose do vale do rio preto RJ, Brazil",-42.9239986
"tres rios RJ, Brazil",-43.2087226
"bemposta RJ, Brazil",-43.0977
"areal RJ, Brazil",-43.1056264
"paraiba do sul RJ, Brazil",-43.2916915
"comendador levy gasparian RJ, Brazil",-43.204655
"afonso arinos RJ, Brazil",-43.3346467
"sapucaia RJ, Brazil",-42.9137975
"anta RJ, Brazil",-42.99
"piao RJ, Brazil",-42.7761
"nossa senhora da aparecida RJ, Brazil",-42.79
"jamapara RJ, Brazil",-42.7144
"mage RJ, Brazil",-43.0426162
"piabeta RJ, Brazil",-43.1789015
"guia de pacobaiba RJ, Brazil",-43.1732
"inhomirim RJ, Brazil",-43.1651
"guapimirim RJ, Brazil",-42.9790687
"teresopolis RJ, Brazil",-42.975194
"nova iguacu RJ, Brazil",-43.4508728
"nova iguaçu RJ, Brazil",-43.4508728
"belford roxo RJ, Brazil",-43.4033603
"queimados RJ, Brazil",-43.555754
"japeri RJ, Brazil",-43.6533831
"nilopolis RJ, Brazil",-43.4138222
"mesquita RJ, Brazil",-43.4293599
"paracambi RJ, Brazil",-43.7096912
"engenheiro paulo de frontin RJ, Brazil",-43.6783403
"mendes RJ, Brazil",-43.7332604
"miguel pereira RJ, Brazil",-43.4691978
"governador portela RJ, Brazil",-43.4956672
"conrado RJ, Brazil",-43.5725288
"paty do alferes RJ, Brazil",-43.4219523
"avelar RJ, Brazil",-43.40444
"barra do pirai RJ, Brazil",-43.8263256
"dorandia RJ, Brazil",-43.943
"barra do piraí RJ, Brazil",-43.8263256
"ipiabas RJ, Brazil",-43.8711
"pirai RJ, Brazil",-43.8981758
"arrozal RJ, Brazil",-44.0386
"santanesia RJ, Brazil",-43.8126059
"pinheiral RJ, Brazil",-44.001435
"volta redonda RJ, Brazil",-44.1040128
"barra mansa RJ, Brazil",-44.1735129
"quatis RJ, Brazil",-44.2577453
"rio claro RJ, Brazil",-44.1359986
"getulândia RJ, Brazil",-44.0939139
"passa tres RJ, Brazil",-43.97935979920644
"lidice RJ, Brazil",-44.1978
"resende RJ, Brazil",-44.4463494
"visconde de maua RJ, Brazil",-44.5326347
"engenheiro passos RJ, Brazil",-44.675
"porto real RJ, Brazil",-44.2896491
"itatiaia RJ, Brazil",-44.5633108
"penedo RJ, Brazil",-44.5240711
"valenca RJ, Brazil",-43.6996917
"barao de juparana RJ, Brazil",-43.6824
"parapeuna RJ, Brazil",-43.8463361
"conservatoria RJ, Brazil",-43.92448
"santa isabel do rio preto RJ, Brazil",-44.0708
"rio das flores RJ, Brazil",-43.5858689
"taboas RJ, Brazil",-43.6243
"manuel duarte RJ, Brazil",-43.5592264
"vassouras RJ, Brazil",-43.6609318
"andrade pinto RJ, Brazil",-43.4231
"macae RJ, Brazil",-41.7866922
"corrego do ouro RJ, Brazil",-41.9802
"glicerio RJ, Brazil",-42.0202
"frade RJ, Brazil",-42.10539568348538
"sana RJ, Brazil",
"carapebus RJ, Brazil",-41.6633764
"campos dos goytacazes RJ, Brazil",-41.3326895
"campos dos goytacaze RJ, Brazil",
"ibitioca RJ, Brazil",-41.550700339551334
"tocos RJ, Brazil",-41.27984430263072
"santa maria RJ, Brazil",-41.45084
"santo eduardo RJ, Brazil",-41.462924
"vila nova de campos RJ, Brazil",-41.4075
"morro do coco RJ, Brazil",-43.55283867965956
"cardoso moreira RJ, Brazil",-41.6152776
"sao joao da barra RJ, Brazil",-41.0487079
"barcelos RJ, Brazil",-41.1844
"sao francisco de itabapoana RJ, Brazil",-41.1118362
"italva RJ, Brazil",-41.6907956
"itaperuna RJ, Brazil",-41.8995
"retiro do muriae RJ, Brazil",-42.0008
"boa ventura RJ, Brazil",-42.5062789
"comendador venancio RJ, Brazil",-42.1022
"laje do muriae RJ, Brazil",-42.1226959
"bom jesus do itabapoana RJ, Brazil",-41.680095
"calheiros RJ, Brazil",-41.7182
"carabucu RJ, Brazil",-41.58367498343817
"varre-sai RJ, Brazil",-41.8677946
"natividade RJ, Brazil",-41.9817534
"bom jesus do querendo RJ, Brazil",-41.85039649367654
"porciuncula RJ, Brazil",-42.0405703
"purilandia RJ, Brazil",-41.955
"santa clara RJ, Brazil",-41.9086
"sao fidelis RJ, Brazil",-41.7480548
"ipuca RJ, Brazil",-41.71442690286325
"pureza RJ, Brazil",-41.8406549
"colonia RJ, Brazil",-41.8886725
"cambiasca RJ, Brazil",-41.925514
"cambuci RJ, Brazil",-41.9107833
"tres irmaos RJ, Brazil",-41.9944
"sao jose de uba RJ, Brazil",-41.9389905
"miracema RJ, Brazil",-42.1965147
"paraiso do tobias RJ, Brazil",-42.1008
"santo antonio de padua RJ, Brazil",-42.1799978
"monte alegre RJ, Brazil",-42.0396
"aperibe RJ, Brazil",-42.1028167
"cantagalo RJ, Brazil",-42.3682522
"santa rita da floresta RJ, Brazil",-42.4564
"boa sorte RJ, Brazil",-42.2608
"sao sebastiao do paraiba RJ, Brazil",-42.3789
"cordeiro RJ, Brazil",-42.3607442
"macuco RJ, Brazil",-42.2539464
"sao sebastiao do alto RJ, Brazil",-42.134815
"valao do barro RJ, Brazil",-42.0842319
"ipituna RJ, Brazil",-41.9954508
"itaocara RJ, Brazil",-42.0798658
"jaguarembe RJ, Brazil",-41.9928282
"laranjais RJ, Brazil",-42.1703
"nova friburgo RJ, Brazil",-42.5325303
"bom jardim RJ, Brazil",-42.4186683
"sumidouro RJ, Brazil",-42.6742601
"carmo RJ, Brazil",-42.6091737
"porto velho do cunha RJ, Brazil",-42.5511
"duas barras RJ, Brazil",-42.5194705
"monnerat RJ, Brazil",-42.4108
"banquete RJ, Brazil",-42.4717
"sao jose do ribeirao RJ, Brazil",-42.3981
"cachoeiras de macacu RJ, Brazil",-42.6534414
"quissama RJ, Brazil",-41.4723411
"conceicao de macabu RJ, Brazil",-41.8679947
"trajano de moraes RJ, Brazil",-42.0644414
"visconde de imbe RJ, Brazil",-42.1578
"santa maria madalena RJ, Brazil",-42.008283
"rio bonito RJ, Brazil",-42.6271864
"boa esperanca RJ, Brazil",-42.538
"silva jardim RJ, Brazil",-42.3947353
"casimiro de abreu RJ, Brazil",-42.2039976
"barra de sao joao RJ, Brazil",-41.9924
"rio das ostras RJ, Brazil",-41.944972
"cabo frio RJ, Brazil",-42.0189227
"...arraial do cabo RJ, Brazil",-42.024427
"sao pedro da aldeia RJ, Brazil",-42.1031604
"armacao de buzios RJ, Brazil",-41.8875267
"iguaba grande RJ, Brazil",-42.2286746
"araruama RJ, Brazil",-42.3428897
"saquarema RJ, Brazil",-42.507633
"bacaxa RJ, Brazil",-42.5225525
"sampaio correia RJ, Brazil",-42.6002297
"vitoria ES, Brazil",-40.3376682
"vila velha ES, Brazil",-40.2920174
"viana ES, Brazil",-40.4966587
"cariacica ES, Brazil",-40.416549
"serra ES, Brazil",-40.3064477
"fundao ES, Brazil",-40.4049674
"praia grande ES, Brazil",-40.1894425
"aracruz ES, Brazil",-40.2735025
"coqueiral ES, Brazil",-40.4063731
"guarapari ES, Brazil",-40.4984617
"anchieta ES, Brazil",-40.6454564
"alfredo chaves ES, Brazil",-40.75006690147988
"marechal floriano ES, Brazil",-40.6749858
"araguaia ES, Brazil",-40.87394141577176
"domingos martins ES, Brazil",-40.6585797
"isabel ES, Brazil",-40.598677037108686
"arace ES, Brazil",-41.00785535417601
"iconha ES, Brazil",-40.8108852
"piuma ES, Brazil",-40.7271589
"rio novo do sul ES, Brazil",-40.9384378
"vargem alta ES, Brazil",-41.010615
"jacigua ES, Brazil",-41.0166930645962
"cachoeiro de itapemirim ES, Brazil",-41.11129
"pacotuba ES, Brazil",-41.304754390260214
"itaoca ES, Brazil",-41.146861754282654
"burarama ES, Brazil",-41.333771653734765
"corrego dos monos ES, Brazil",-41.20928395758597
"conduru ES, Brazil",-41.2224692921434
"itapemirim ES, Brazil",-40.8351239
"itaipava ES, Brazil",-40.804912781861006
"marataizes ES, Brazil",-40.8272204
"presidente kennedy ES, Brazil",-41.0436113
"castelo ES, Brazil",-41.2033505
"conceicao do castelo ES, Brazil",-41.2470343
"venda nova do imigrante ES, Brazil",-41.1295842
"sao joao de vicosa ES, Brazil",-41.18084830492591
"muniz freire ES, Brazil",-41.4137007
"iuna ES, Brazil",-41.5360386
"ibatiba ES, Brazil",-41.5082981
"irupi ES, Brazil",-41.6392581
"mimoso do sul ES, Brazil",-41.3640478
"sao jose das torres ES, Brazil",-41.25798204831842
"apiaca ES, Brazil",-41.569297
"bom jesus do norte ES, Brazil",-41.6711646
"sao jose do calcado ES, Brazil",-41.654069
"alto calcado ES, Brazil",-41.62371574464956
"muqui ES, Brazil",-41.3444285
"atilio vivacqua ES, Brazil",-41.1947519
"alegre ES, Brazil",-41.5865473
"celina ES, Brazil",-41.587919474310695
"cafe ES, Brazil",-41.57617474753508
"rive ES, Brazil",-41.454877518006356
"ibitirama ES, Brazil",-41.6644451
"jeronimo monteiro ES, Brazil",-41.3921464
"guacui ES, Brazil",-41.6750657
"são pedro de rates ES, Brazil",-41.803947359557796
"dores do rio preto ES, Brazil",-41.846385
"divino de sao lourenco ES, Brazil",-41.6853124
"afonso claudio ES, Brazil",-41.12606
"laranja da terra ES, Brazil",-41.0584617
"itarana ES, Brazil",-40.8749826
"brejetuba ES, Brazil",-41.2902303
"santa leopoldina ES, Brazil",-40.5269434
"santa maria de jetiba ES, Brazil",-40.743931
"santa teresa ES, Brazil",-40.597945
"santo antonio do canaa ES, Brazil",-40.653893854662364
"sao roque do canaa ES, Brazil",-40.6598575
"ibiracu ES, Brazil",-40.3686594
"joao neiva ES, Brazil",-40.3856633
"acioli ES, Brazil",-40.47530505251956
"itaguacu ES, Brazil",-40.8564646
"itaimbe ES, Brazil",-40.87804009959875
"colatina ES, Brazil",-40.6287836
"angelo frechiani ES, Brazil",-40.66816716443686
"governador lindenberg ES, Brazil",-40.462888
"novo brasil ES, Brazil",-40.583390296324694
"marilandia ES, Brazil",-40.5442916
"baixo guandu ES, Brazil",-41.0182089
"quilometro 14 do mutum ES, Brazil",-40.91759496938111
"alto mutum preto ES, Brazil",-40.883453844973346
"sao domingos do norte ES, Brazil",-40.6214803
"pancas ES, Brazil",-40.8502555
"vila verde ES, Brazil",-40.90387913251366
"lajinha ES, Brazil",-40.75838920227163
"alto rio novo ES, Brazil",-41.0171518
"mantenopolis ES, Brazil",-41.1224012
"santa luzia de mantenopolis ES, Brazil",-41.0157925
"sao gabriel da palha ES, Brazil",-40.539464
"vila valerio ES, Brazil",-40.3894342
"aguia branca ES, Brazil",-40.7391844
"barra de sao francisco ES, Brazil",-40.8916119
"monte sinai ES, Brazil",-40.896332044200676
"paulista ES, Brazil",-40.829816010999195
"agua doce do norte ES, Brazil",-40.979012
"vila nelita ES, Brazil",-41.00144182753759
"santo agostinho ES, Brazil",-41.05223496067227
"governador lacerda de aguiar ES, Brazil",-40.97399302027486
"nova venecia ES, Brazil",-40.400152
"vila pavao ES, Brazil",-40.6043622
"boa esperanca ES, Brazil",-40.2904088
"ecoporanga ES, Brazil",-40.8321351
"mucurici ES, Brazil",-40.5184761
"itabaiana ES, Brazil",-40.529801323958395
"ponto belo ES, Brazil",-40.5392272
"montanha ES, Brazil",-40.366795
"vinhatico ES, Brazil",-40.215660592902694
"linhares ES, Brazil",-40.0612213
"rio bananal ES, Brazil",-40.3353272
"sao jorge do tiradentes ES, Brazil",-40.39264256651032
"sooretama ES, Brazil",-40.1037067
"sao mateus ES, Brazil",-39.8539499
"jaguare ES, Brazil",-40.0712037
"conceicao da barra ES, Brazil",-39.7371844
"itaunas ES, Brazil",-39.7086453
"braco do rio ES, Brazil",-39.86851748008456
"pedro canario ES, Brazil",-39.9558844
"cristal do norte ES, Brazil",-40.09614486183402
"pinheiros ES, Brazil",-40.217534
"sao joao do sobrado ES, Brazil",-40.36590829635161
"belo horizonte MG, Brazil",-43.9451356
"belo horizont MG, Brazil",
"belo horizonta MG, Brazil",
"contagem MG, Brazil",-44.0840953
"ibirite MG, Brazil",-44.0621506
"sarzedo MG, Brazil",-44.1453
"mario campos MG, Brazil",-44.1858
"betim MG, Brazil",-44.198333
"igarape MG, Brazil",-44.3017439
"sao joaquim de bicas MG, Brazil",-44.2731691
"santa luzia MG, Brazil",-43.8505291
"vespasiano MG, Brazil",-43.9186521
"sao jose da lapa MG, Brazil",-43.9583194
"lagoa santa MG, Brazil",-43.8966132
"confins MG, Brazil",-43.9912311
"pedro leopoldo MG, Brazil",-44.043055
"vera cruz de minas MG, Brazil",-44.03888226874032
"ribeirao das neves MG, Brazil",-44.0875436
"taquaracu de minas MG, Brazil",-43.687777
"nova lima MG, Brazil",-43.8470691
"rio acima MG, Brazil",-43.789166
"raposos MG, Brazil",-43.804167
"sabara MG, Brazil",-43.8107916
"sabará MG, Brazil",-43.8107916
"ravena MG, Brazil",-43.74611915
"caete MG, Brazil",-43.670278
"morro vermelho MG, Brazil",-43.3600271
"nova uniao MG, Brazil",-43.580107
"governador valadares MG, Brazil",-41.9458753
"sao vitor MG, Brazil",-41.7320080550613
"baguari MG, Brazil",-42.07670918976859
"goiabal MG, Brazil",-42.28256749487113
"chonim MG, Brazil",-42.067458333333335
"mathias lobato MG, Brazil",-41.9155448
"frei inocencio MG, Brazil",-41.9064881
"nova modica MG, Brazil",-41.4973651
"pescador MG, Brazil",-41.5981451
"marilac MG, Brazil",-42.080278
"mesquita MG, Brazil",-42.607222
"naque MG, Brazil",-42.3280185
"periquito MG, Brazil",-42.2412259
"itanhomi MG, Brazil",-41.864167
"capitao andrade MG, Brazil",-41.859722
"tumiritinga MG, Brazil",-41.645851
"engenheiro caldas MG, Brazil",-42.046944
"sao jose do acacio MG, Brazil",-42.01547767857143
"fernandes tourinho MG, Brazil",-42.083056
"alpercata MG, Brazil",-41.9827637
"tarumirim MG, Brazil",-42.0070412
"sao vicente do rio doce MG, Brazil",-41.720876317489484
"sobralia MG, Brazil",-42.0978033
"sao joao do oriente MG, Brazil",-42.1550791
"acucena MG, Brazil",-42.546666
"dom cavati MG, Brazil",-42.1067301
"ipatinga MG, Brazil",-42.5270802
"santana do paraiso MG, Brazil",-42.5494833
"joanesia MG, Brazil",-42.6815534
"coronel fabriciano MG, Brazil",-42.6282686
"antonio dias MG, Brazil",-42.872778
"timoteo MG, Brazil",-42.6436108
"marlieria MG, Brazil",-42.7343059
"jaguaracu MG, Brazil",-42.7513291
"braunas MG, Brazil",-42.716111
"iapu MG, Brazil",-42.217223
"sao sebastiao da barra MG, Brazil",-42.241101740311144
"bugre MG, Brazil",-42.2556
"belo oriente MG, Brazil",-42.4807033
"sao sebastiao de braunas MG, Brazil",-42.442245682458186
"ipaba MG, Brazil",-42.42
"vargem alegre MG, Brazil",-42.2997922
"aimores MG, Brazil",-41.0615603
"conceicao do capim MG, Brazil",-41.19195583156026
"penha do capim MG, Brazil",-41.24060577530361
"sao sebastiao da vala MG, Brazil",-41.26179510781938
"itueta MG, Brazil",-41.2263075
"santa rita do itueto MG, Brazil",-41.3801488
"sao jose do itueto MG, Brazil",-41.45114178264407
"resplendor MG, Brazil",-41.2554622
"calixto MG, Brazil",-41.15304005606465
"independencia MG, Brazil",-41.259806664208426
"campo alegre de minas MG, Brazil",-44.07794844071429
"conselheiro pena MG, Brazil",-41.471995
"cuite velho MG, Brazil",-41.6455793
"barra do cuiete MG, Brazil",-41.5337689277133
"aldeia MG, Brazil",-41.119645775
"cuparaque MG, Brazil",-41.0986
"goiabeira MG, Brazil",-41.224571
"alvarenga MG, Brazil",-41.728334
"galileia MG, Brazil",-41.5383935
"sapucaia do norte MG, Brazil",-41.46225381552883
"sao geraldo do baixio MG, Brazil",-41.3613816
"central de minas MG, Brazil",-41.3071204
"floresta MG, Brazil",-41.252186870454544
"divino das laranjeiras MG, Brazil",-41.479167
"central de santa helena MG, Brazil",-41.5433051465717
"mendes pimentel MG, Brazil",-41.4020716
"sao felix de minas MG, Brazil",-41.4863145
"sao joao do manteninha MG, Brazil",-41.1615277
"itabirinha MG, Brazil",-41.2339862
"boa uniao de itabirinha MG, Brazil",-41.3
"mantena MG, Brazil",-40.9808279
"barra do ariranha MG, Brazil",-41.140550899999994
"limeira de mantena MG, Brazil",-41.155547829011866
"nova belem MG, Brazil",-41.1050052
"caratinga MG, Brazil",-42.140533
"sapucaia MG, Brazil",-42.19891892104319
"santa efigenia MG, Brazil",-45.5484047
"santo antonio do manhuacu MG, Brazil",-41.842863537002486
"sao joao do jacutinga MG, Brazil",-41.921160037587725
"imbe de minas MG, Brazil",-41.9694294
"entre folhas MG, Brazil",-42.2328975
"piedade de caratinga MG, Brazil",-42.0767321
"santa rita de minas MG, Brazil",-42.1325122
"santa barbara do leste MG, Brazil",-42.140555
"inhapim MG, Brazil",-42.1209879
"sao sebastiao do anta MG, Brazil",-41.983428
"sao domingos das dores MG, Brazil",-42.0132239
"ubaporanga MG, Brazil",-42.1073048
"bom jesus do galho MG, Brazil",-42.3162256
"corrego novo MG, Brazil",-42.395833
"pingo-d agua MG, Brazil",-42.4098217
"raul soares MG, Brazil",-42.451944
"bicuiba MG, Brazil",-42.3004667
"vermelho velho MG, Brazil",-42.34103
"sao vicente da estrela MG, Brazil",-42.46311373873606
"santana do tabuleiro MG, Brazil",-42.218357016020406
"vermelho novo MG, Brazil",-42.2671476
"sao pedro dos ferros MG, Brazil",-42.522901
"aguas ferreas MG, Brazil",-42.603036331095545
"pedra bonita MG, Brazil",-45.8426019
"abre campo MG, Brazil",-42.480131
"matipo MG, Brazil",-42.3426599
"sericita MG, Brazil",-42.4821683
"rio casca MG, Brazil",-42.6556993
"urucania MG, Brazil",-42.739444
"piedade de ponte nova MG, Brazil",-42.7343995
"santa cruz do escalvado MG, Brazil",-42.8142315
"santo antonio do grama MG, Brazil",-42.608611
"jequeri MG, Brazil",-42.666111
"grota MG, Brazil",-42.582889654170394
"sao vicente do grama MG, Brazil",-42.5414632077644
